序號,評論ID,作者,評分,評論內容,評論日期,實際日期,照片數,語言,醫院名稱,來源檔案,實際日期_parsed,評論長度,textblob_polarity,textblob_subjectivity,textblob_sentiment,vader_compound,vader_neg,vader_neu,vader_pos,vader_sentiment,rating_category,textblob_accurate,vader_accurate
64,review_86868,Gricelda Herrera,1,"I'm being trying to make an appointment for more than a week and you know what no body can't help me, just they're sending me too one side and another. All the people who's answering the phone aren't the worst people who's answering the phone and the horrible customer service I never had before, they're so rude, mean just one person treating me like a person she's so nice her name is Gloria on a pulmonary area.",9 months ago,2025-01-12,1,en,UCLA_Medical_CA,UCLA_Medical_CA_20251009_2227.csv,2025-01-12,414,-0.25208333333333327,0.7979166666666666,Negative,-0.343,0.13,0.767,0.103,Negative,Negative (1-2★),True,True
65,review_3899,George Valencia,1,Worst experience ever the nurse that was appointed to us would not come in to check if we needed anything. We waited more than 4 hours to be brought in another 2 hours to be seen it's just a joke here. Her name was Ana by the way in the e.r.,10 months ago,2024-12-13,1,en,UCLA_Medical_CA,UCLA_Medical_CA_20251009_2227.csv,2024-12-13,241,-0.25,0.75,Negative,-0.4404,0.074,0.886,0.04,Negative,Negative (1-2★),True,True
68,review_68855,Hamo Tauanuu,5,"My family and I are so thankful for all the doctors and nurses at ICU. Their knowledge and support given that able to treat my brother. I am so grateful for excellent service and hard-working staff. Especially the nurses that take us at 7137 in the last three weeks. Nurses also take care of our family, and I am so grateful for that. From the bottom of our hearts, we say Thank you and God bless.",10 months ago,2024-12-13,1,en,UCLA_Medical_CA,UCLA_Medical_CA_20251009_2227.csv,2024-12-13,397,0.375,0.6729166666666667,Positive,0.9889,0.0,0.639,0.361,Positive,Positive (4-5★),True,True
71,review_1192,Esmeralda Flores,1,"I’m giving this hospital a one star coming from a medical background standpoint. I honestly can’t agree that UCLA is following their mission on treating patients one at a time and improving health. One won’t understand until they have a family member or loved one hospitalized. For that reason it’s a nurse’s and Provider’s job to advocate for the patient. I do not recommend anyone to seek care here, you’re better off being dead. So many other doctors from other hospitals can also agree that anyone who gets care here passes. It’s the sad truth. Treating a patient to be comfortable till they pass is not ICU way! If you have a loved one who needs a transplant I wish you best of luck because nobody communicates in this place and they treat you dumb unless you know your stuff but overall still give you the run around. They aren’t passionate with what they do. I get it’s tiring and there’s thousands of patients but getting into this field means to be patient and HELP!! My family and I lost a loved one who was fighting till the last breathe. They had all the resources and opportunities to keep her alive but chose not to. They’re more interested in giving a copay before helping and doing their actual job! I’m very disappointed in this hospital. DO BETTER AND SAVE LIVES FOR CHRIST SAKE.",10 months ago,2024-12-13,1,en,UCLA_Medical_CA,UCLA_Medical_CA_20251009_2227.csv,2024-12-13,1297,0.173828125,0.501736111111111,Positive,0.9942,0.065,0.682,0.252,Positive,Negative (1-2★),False,False
72,review_96183,Audditz,5,micheal jackson died here,10 months ago,2024-12-13,1,en,UCLA_Medical_CA,UCLA_Medical_CA_20251009_2227.csv,2024-12-13,25,0.0,0.0,Neutral,-0.5574,0.545,0.455,0.0,Negative,Positive (4-5★),False,False
74,review_5013,Jerry Grimaldo,1,I was brought in by paramedics to this hospital after a motorcycle crash after I was admitted i was in bed asking for my nurse because I had been waiting 2 hour to use the restroom after I curse at the nurse he then got 4 security guard to choked me out  and yanked the iv  out my arm as I'm already hurt from the accident then put me in a wheelchair outside cops came and I was brought back inside the hospital because they scared of the lawsuit they have coming I've never heard out choking patients for being verbal they also lost my eyeglasses and boots I came in with I can't wait to see this hospital on a lawsuit thank you for this big payday mfs,11 months ago,2024-11-13,1,en,UCLA_Medical_CA,UCLA_Medical_CA_20251009_2227.csv,2024-11-13,653,0.0,0.05000000000000001,Neutral,-0.9434,0.166,0.776,0.059,Negative,Negative (1-2★),False,True
75,review_11759,Stefanie K.,1,"Care us really gone down. Doctors have so many patients now that the quality of attention has really deteriorated. The hospital system has a poor communication system, doctors work in silos, are unable to see a patient holistically and take days to get back to someone with urgent matters. It’s a shame that the quality of care has dropped so low, putting patients at risk. Particularly the elderly. Elderly care is absolutely awful.",11 months ago,2024-11-13,1,en,UCLA_Medical_CA,UCLA_Medical_CA_20251009_2227.csv,2024-11-13,433,-0.09888888888888889,0.3922222222222222,Neutral,-0.428,0.16,0.701,0.139,Negative,Negative (1-2★),False,True
76,review_17579,Marisa Di Perna,5,Brittany the travel nurse was the best part of my visit. She was funny and professional. The best nurse I’ve ever had!,11 months ago,2024-11-13,1,en,UCLA_Medical_CA,UCLA_Medical_CA_20251009_2227.csv,2024-11-13,118,0.5875,0.42500000000000004,Positive,0.9117,0.0,0.621,0.379,Positive,Positive (4-5★),True,True
78,review_27392,Rocky Morales,5,I want to thank the staff that took care of my wife they went beyond and I’m very thankful everyone did an exceptional job since day one. Thank you so much 😊,11 months ago,2024-11-13,1,en,UCLA_Medical_CA,UCLA_Medical_CA_20251009_2227.csv,2024-11-13,157,0.35555555555555557,0.5,Positive,0.957,0.0,0.595,0.405,Positive,Positive (4-5★),True,True
79,review_6457,Pug Luv,5,"This hospital and medical center completely changed my life when NO other Doctor was willing or able to help! I am surprised that UCLA medical doesn’t have 4-5 star rating, but people usually write reviews to complain.  I am making sure to share my personal 5 star experience.  I have been to SO many doctors, surgeons, and hospitals for years to try to fix my body.  My condition limited my life in a way that caused me to spend over 6 hours a day in the bathroom.  I had no life.  My anatomy was completely disfigured and I could not perform basic human functions.  I was referred to UCLA because other doctors and surgeons had tried everything with no success.  I had given up hope and I was desperate.  I was finally given a referral to UCLA.  I met with Dr. Michelle Torosis (who is a Urogynecologist and excellent surgeon).  She made sure that I was taken care of from a surgical AND functional standpoint.  She was also very thorough in order to make sure I had the best possible outcome.  The surgeons, specialists, and nurses were SO KIND and understanding.   I have never been to a hospital where every staff member is so understanding, not judgmental, patient, and knowledgeable.  I am an RN, so I am very picky about the standard of care, but I was blown away!  During my surgery and hospital stay, the pain team specialists worked VERY closely with me because I am a chronic pain patient.  They went over and above to help me and they used up to date evidence-based  practice to help me.  All of the different specialties worked closely together to manage my care, so there were no communication issues.  The case managers are efficient, thorough, and very helpful.  They literally set everything up for my outpatient needs, and I didn’t have to worry about anything.  Also, this hospital is not like a regular community hospital or clinic.  You should expect the best level of care.  Let’s just say that I am recovering now and the results of my surgery are above and beyond what I expected.  Dr. Torosis, Dr. Fain, and Dr. Rossette are incredible surgeons and they are so kind.  Most surgeons have terrible bedside manner.  However, this was never an issue here!  As someone who is an RN and has been a patient in and out of other hospitals, I can confidently say that I wouldn’t want to go anywhere else.  Also, the nurses in PACU, PTU, and my floor nurses (Yo and Clara), deserve recognition.  The pain management team is top notch, as well.  Hopefully they all receive the recognition they deserve! THANK YOU, UCLA!",11 months ago,2024-11-13,1,en,UCLA_Medical_CA,UCLA_Medical_CA_20251009_2227.csv,2024-11-13,2533,0.19084821428571433,0.4771540959040959,Positive,0.9962,0.081,0.735,0.184,Positive,Positive (4-5★),True,True
4,review_26894,ivan odobasic,5,Do yall know notorius B.I.G died here,3 days ago,2025-10-25,1,en,Cedars-Sinai_Medical_Center,Cedars-Sinai_Medical_Center.csv,2025-10-25,37,0.0,0.0,Neutral,-0.5574,0.375,0.625,0.0,Negative,Positive (4-5★),False,False
5,review_34776,Anne Berkowitz,1,"During my PRP appointment at Cedars-Sinai orthopedic office at 8635 West 3rd Street
Suit 990, Los Angeles CA 90047, the procedure for collecting blood involved the use of multiple types of collection tubes, handled in a way that left me quite confused and uneasy:
•	Initially, a yellow‑capped tube (Yellow Bio Tube) was used; however, the blood clotted in that tube.
•	Lab nurse Jackson (who was called in to assist due to my thin veins) then requested a red‑capped tube (Red Bio Tube), but the blood clotted again.
•	Nurse A (tall, long dark hair, Latina) then poured the blood from the red‑capped tube into the original yellow‑capped tube — without wearing gloves and facial mask and talking at the same time (a clear violating standard infection control protocols).
•	When the blood clotted again, Jackson asked for another red‑capped tube. At that point, Nurse A claimed there were no more red‑capped tubes available and brought over another yellow‑capped tube instead.

I noticed the second yellow‑capped tube appeared wet inside and asked why. Nurse A explained that she had just poured liquid out of it. As a result, suction was lost and blood could not be drawn. She then handed Jackson a syringe, but even that failed to produce flow.

At that point, Nurse B (short, appears pregnant) entered and stated that PRP requires blood to be drawn into a red‑capped tube, because it does not contain additives. When I asked why the procedure had started with a yellow‑capped tube and why blood had been poured from a red into a yellow tube, both nurses appeared rattled. Nurse B then contradicted herself, saying, “Yellow is fine. Yellow is the right one. I need those additives for PRP.” This sudden change in explanation made me even more suspicious and concerned.

Meanwhile, Nurse A claimed there were no more yellow tubes, Nurse B went outside the room and, within a minute, “magically” produced another yellow‑capped tube.

Finally, they switched arms and drew blood into that third yellow‑capped tube — the fourth tube used overall.

This sequence of events has left me with several pressing questions:
1.	Was my treatment still effective, given these inconsistencies?
2.	Was my blood contaminated, since it was transferred between tubes by hand — without gloves — and that plasma was later injected into my left wrist?
3.	What are the established patient safety protocols in the facility for PRP procedures?
4.	What qualifications and training are required for Registered Nurses at the facility? The apparent lack of consistency and professional handling has left me deeply concerned.
5.	Are those nurses trained to cover for one another when mistakes occur, rather than correcting errors to ensure proper patient care?

From what I’ve read, the standard of care for PRP blood collection involves using red‑capped tubes precisely because they do not contain additives that may interfere with plasma separation.

The inconsistencies in both practice and explanation — and witnessing blood being transferred between tubes bare-handed — raise serious doubts about the quality, safety, and integrity of the care I received. I left the appointment feeling uneasy and distrustful about the discipline, competency, professionalism, and trustworthiness of the clinic’s procedures.",4 days ago,2025-10-24,1,en,Cedars-Sinai_Medical_Center,Cedars-Sinai_Medical_Center.csv,2025-10-24,3281,0.02367965367965368,0.25792207792207794,Neutral,0.6477,0.082,0.834,0.084,Positive,Negative (1-2★),False,False
